Time,Stock Exchange,Name,Field,Offer Price,Total Offering Value,Initial Listing Price,MarketCap
16. Okt 2006,Delisted (Transfer),Centrosolar Group AG, Industrie,None,None,None,None
16. Okt 2006,Prime Standard (Neuemission),VERBIO Vereinigte BioEnergie AG, Industrie," € 15,00 "," € 945.000.000,00"," € 15,00 "," € 945.000.000,00"
16. Okt 2006,Delisted (Neuemission),CINEMEDIA AG, Industrie," € 6,10 "," € 13.920.200,00"," € 6,10 "," € 13.920.200,00"
12. Okt 2006,Delisted (Notierungsaufnahme),EQUIPOTENTIAL SE, -kein-,None,None," € 6,50 "," € 3.250.000,00"
12. Okt 2006,Basic Board (Notierungsaufnahme),Quirin Privatbank AG, Banken,None,None," € 3,45 "," € 78.304.601,70"
12. Okt 2006,Basic Board (Neuemission),Tradegate AG Wertpapierhandelsbank, Konsumgüter," € 4,30 "," € 103.845.000,00"," € 4,30 "," € 103.845.000,00"
10. Okt 2006,Basic Board (Notierungsaufnahme),Blue Cap AG, Industrie,None,None," € 2,80 "," € 4.200.000,00"
06. Okt 2006,Delisted (Neuemission),Mercurius AG, Finanzdienstleistung," € 39,20 "," € 46.694.412,80"," € 39,20 "," € 46.694.412,80"
05. Okt 2006,Delisted (Notierungsaufnahme),RR Analysis TopSelect AG, -kein-,None,None," € 2,52 "," € 1.260.000,00"
04. Okt 2006,General Standard (Neuemission),GWB Immobilien AG, Finanzdienstleistung," € 12,50 "," € 61.250.000,00"," € 12,50 "," € 61.250.000,00"
29. Sep 2006,Prime Standard (Neuemission),CropEnergies AG, Industrie," € 7,50 "," € 637.500.000,00"," € 7,50 "," € 637.500.000,00"
28. Sep 2006,Basic Board (Notierungsaufnahme),Lang & Schwarz AG, Finanzdienstleistung,None,None," € 7,00 "," € 22.022.000,00"
27. Sep 2006,Delisted (Notierungsaufnahme),Center-Tainment AG, -kein-,None,None," € 1,25 "," € 12.500.000,00"
25. Sep 2006,Delisted (Neuemission),BDI - BioEnergy International AG, Industrie," € 58,50 "," € 222.300.000,00"," € 58,50 "," € 222.300.000,00"
22. Sep 2006,Delisted (Notierungsaufnahme),Global Resources AG, -kein-,None,None," € 0,99 "," € 10.135.502,19"
22. Sep 2006,Delisted (Notierungsaufnahme),INTELIS AG, Industrie,None,None," € 2,50 "," € 25.000.000,00"
22. Sep 2006,Prime Standard (Neuemission),Manz Automation AG, Industrie," € 19,00 "," € 61.887.750,00"," € 19,00 "," € 61.887.750,00"
22. Sep 2006,Delisted (Transfer),HYDROTEC Gesellschaft für Wassertechnik AG, Industrie,None,None,None,None
21. Sep 2006,Delisted (Notierungsaufnahme),Sysix Solutions Inc., -kein-,None,None," € 1,00 "," € 50.000.000,00"
20. Sep 2006,Delisted (Transfer),ARQUANA International Print & Media AG, Medien,None,None,None,None
19. Sep 2006,Delisted (Notierungsaufnahme),Solarvalue AG, -kein-,None,None," € 11,50 "," € 5.175.000,00"
19. Sep 2006,Delisted (Notierungsaufnahme),MINDFIRE REAL ESTATE AG, -kein-,None,None," € 2,00 "," € 1.000.000,00"
19. Sep 2006,Scale (Neuemission),HELMA Eigenheimbau AG, Konsumgüter," € 20,50 "," € 53.300.000,00"," € 20,50 "," € 53.300.000,00"
15. Sep 2006,Delisted (Notierungsaufnahme),Francono Rhein-Main AG, Finanzdienstleistung,None,None," € 3,20 "," € 67.200.000,00"
15. Sep 2006,Delisted (Notierungsaufnahme),Powerbags AG, -kein-,None,None," € 1,45 "," € 1.316.600,00"
14. Sep 2006,Basic Board (Neuemission),DATAGROUP SE, Finanzdienstleistung," € 3,38 "," € 18.928.000,00"," € 3,38 "," € 18.928.000,00"
13. Sep 2006,Delisted (Notierungsaufnahme),afendis payment AG, -kein-,None,None," € 35,50 "," € 15.620.000,00"
08. Sep 2006,Delisted (Neuemission),F24 AG, -kein-," € 4,34 "," € 10.429.020,00"," € 4,34 "," € 10.429.020,00"
17. Aug 2006,Delisted (Notierungsaufnahme),VERION AG, -kein-,None,None," € 1,45 "," € 14.500.000,00"
15. Aug 2006,Delisted (Notierungsaufnahme),API Invest & Finanz AG, Finanzdienstleistung,None,None," € 3,60 "," € 3.600.000,00"
14. Aug 2006,Delisted (Notierungsaufnahme),Kofler Energies AG, Industrie,None,None," € 10,60 "," € 11.075.940,00"
10. Aug 2006,Delisted (Notierungsaufnahme),Q2M Managementberatung AG, -kein-,None,None," € 8,00 "," € 4.000.000,00"
07. Aug 2006,Delisted (Neuemission),Solarpraxis AG, Industrie," € 7,30 "," € 9.069.885,00"," € 7,30 "," € 9.069.885,00"
01. Aug 2006,Delisted (Notierungsaufnahme),Aldea Assekuranzmakler AG, -kein-,None,None," € 8,00 "," € 2.800.000,00"
01. Aug 2006,Delisted (Notierungsaufnahme),Eastern European Venture Group Inc., -kein-,None,None," € 0,90 "," € 24.374.205,00"
31. Jul 2006,Delisted (Notierungsaufnahme),Black Box Capital AG, -kein-,None,None," € 3,50 "," € 4.375.000,00"
28. Jul 2006,General Standard (Neuemission),ItN Nanovation AG, Industrie," € 25,00 "," € 134.543.150,00"," € 25,00 "," € 134.543.150,00"
26. Jul 2006,Delisted (Notierungsaufnahme),MAGNAT Real Estate Opportunities GmbH & Co. KGaA, -kein-,None,None," € 1,62 "," € 34.830.000,00"
21. Jul 2006,Prime Standard (Neuemission),OVB Holding AG, Finanzdienstleistung," € 21,40 "," € 304.978.119,60"," € 21,40 "," € 304.978.119,60"
20. Jul 2006,Delisted (Neuemission),SMARTRAC N.V., Technologie," € 17,00 "," € 229.500.000,00"," € 17,00 "," € 229.500.000,00"
20. Jul 2006,Delisted (Notierungsaufnahme),GALILEO MEDIEN AG, -kein-,None,None," € 3,20 "," € 2.560.000,00"
17. Jul 2006,Delisted (Notierungsaufnahme),HappyBet AG, -kein-,None,None," € 8,00 "," € 1.200.000,00"
17. Jul 2006,General Standard (Transfer),Deutsche Wohnen SE, Finanzdienstleistung,None,None,None,None
14. Jul 2006,Delisted (Neuemission),emQtec AG, Chemie,None,None," € 6,10 "," € 24.400.000,00"
14. Jul 2006,Delisted (Neuemission),AS Abwicklung und Solar-Service AG i.L., Industrie," € 13,50 "," € 175.910.400,00"," € 13,50 "," € 175.910.400,00"
13. Jul 2006,Delisted (Neuemission),Driver & Bengsch AG, Finanzdienstleistung," € 2,50 "," € 51.250.000,00"," € 2,50 "," € 51.250.000,00"
12. Jul 2006,Delisted (Neuemission),Living-e AG, Industrie," € 10,20 "," € 11.424.000,00"," € 10,20 "," € 11.424.000,00"
11. Jul 2006,Delisted (Notierungsaufnahme),HumanOptics AG, Pharma & Gesundheit,None,None," € 6,00 "," € 27.000.000,00"
10. Jul 2006,Delisted (Neuemission),PRIMAG AG, Finanzdienstleistung," € 5,00 "," € 21.500.000,00"," € 5,00 "," € 21.500.000,00"
07. Jul 2006,Delisted (Notierungsaufnahme),Rücker Immobilien Portfolio AG, -kein-,None,None," € 5,00 "," € 2.500.000,00"
07. Jul 2006,Basic Board (Notierungsaufnahme),General Technologies AG, Finanzdienstleistung,None,None," € 3,20 "," € 8.160.000,00"
07. Jul 2006,Scale (Neuemission),artec technologies AG, Software," € 5,20 "," € 11.180.000,00"," € 5,20 "," € 11.180.000,00"
04. Jul 2006,Prime Standard (Neuemission),BAUER Aktiengesellschaft, Bauindustrie," € 16,60 "," € 284.374.600,00"," € 16,60 "," € 284.374.600,00"
03. Jul 2006,Delisted (Notierungsaufnahme),Hansen Sicherheitstechnik AG, -kein-,None,None," € 6,55 "," € 8.187.500,00"
30. Jun 2006,Delisted (Notierungsaufnahme),SIWANA AG, -kein-,None,None," € 5,50 "," € 2.200.000,00"
28. Jun 2006,Prime Standard (Neuemission),Klöckner & Co SE, Industrie," € 15,00 "," € 697.500.000,00"," € 15,00 "," € 697.500.000,00"
28. Jun 2006,Delisted (Neuemission),Excalibur Capital AG, -kein-," € 2,20 "," € 6.215.000,00"," € 2,20 "," € 6.215.000,00"
27. Jun 2006,Delisted (Neuemission),ENDOR AG, -kein-," € 8,80 "," € 9.798.052,00"," € 8,80 "," € 9.798.052,00"
27. Jun 2006,Delisted (Transfer),Phoenix Solar Aktiengesellschaft, Industrie,None,None,None,None
26. Jun 2006,Delisted (Notierungsaufnahme),AURELIUS AG, -kein-,None,None," € 11,10 "," € 5.550.000,00"
26. Jun 2006,Delisted (Notierungsaufnahme),SCI AG, -kein-,None,None," € 10,60 "," € 3.899.612,80"
26. Jun 2006,General Standard (Notierungsaufnahme),Heliocentris Energy Solutions AG, Industrie,None,None," € 4,75 "," € 5.700.000,00"
23. Jun 2006,Delisted (Neuemission),Terex Material Handling & Port Solutions AG, Industrie," € 22,30 "," € 472.157.743,90"," € 22,30 "," € 472.157.743,90"
23. Jun 2006,Delisted (Notierungsaufnahme),Goldfish Holdings Inc., -kein-,None,None," € 5,80 "," € 34.800.000,00"
22. Jun 2006,Delisted (Neuemission),10TACLE STUDIOS AG, Software," € 11,50 "," € 58.073.286,50"," € 11,50 "," € 58.073.286,50"
22. Jun 2006,Delisted (Privatplatzierung),Boll AG, Medien," € 30,50 "," € 24.983.282,00"," € 30,50 "," € 24.983.282,00"
19. Jun 2006,Basic Board (Notierungsaufnahme),ISC Business Technology AG, Software,None,None," € 1,05 "," € 13.022.850,75"
13. Jun 2006,Delisted (Notierungsaufnahme),Kids Brands House N.V., -kein-,None,None," € 0,07 "," € 1.400.000,00"
12. Jun 2006,Delisted (Notierungsaufnahme),Elia Tuning & Design AG, -kein-,None,None," € 10,00 "," € 2.862.580,00"
09. Jun 2006,Delisted (Notierungsaufnahme),Lena Beteiligungs AG, -kein-,None,None," € 1,70 "," € 5.100.000,00"
08. Jun 2006,Scale (Neuemission),EQS Group AG, Software," € 15,35 "," € 18.266.193,00"," € 15,35 "," € 18.266.193,00"
06. Jun 2006,Delisted (Notierungsaufnahme),TYROS AG Finanzdienstleistungen, -kein-,None,None," € 13,00 "," € 6.500.000,00"
02. Jun 2006,Delisted (Notierungsaufnahme),Meteor AG, -kein-,None,None," € 4,50 "," € 2.025.000,00"
02. Jun 2006,Delisted (Notierungsaufnahme),LUWAG Leben und Wohnen AG, -kein-,None,None," € 4,50 "," € 2.025.000,00"
02. Jun 2006,Prime Standard (Neuemission),YOC AG, Telekommunikation," € 19,00 "," € 33.250.000,00"," € 19,00 "," € 33.250.000,00"
01. Jun 2006,Delisted (Notierungsaufnahme),DUMPcar AG, -kein-,None,None," € 21,50 "," € 86.000.000,00"
01. Jun 2006,Delisted (Notierungsaufnahme),EcoUnion AG, Handel,None,None," € 2,00 "," € 1.940.000,00"
31. Mai 2006,Delisted (Neuemission),Impreglon SE, Industrie," € 5,30 "," € 20.223.194,10"," € 5,30 "," € 20.223.194,10"
30. Mai 2006,Delisted (Notierungsaufnahme),NascaCell Technologies AG, -kein-,None,None," € 8,00 "," € 32.000.000,00"
26. Mai 2006,Delisted (Notierungsaufnahme),Dubai Oasis Capital AG, -kein-,None,None," € 10,50 "," € 11.550.021,00"
24. Mai 2006,Delisted (Neuemission),GATEWAY REAL ESTATE AG, -kein-," € 17,00 "," € 34.000.000,00"," € 17,00 "," € 34.000.000,00"
24. Mai 2006,Delisted (Neuemission),Abwicklungsgesellschaft Biogas I AG, Industrie," € 33,00 "," € 163.005.447,00"," € 33,00 "," € 163.005.447,00"
23. Mai 2006,Delisted (Notierungsaufnahme),Tauris Solar AG, -kein-,None,None," € 5,00 "," € 2.500.000,00"
23. Mai 2006,Delisted (Neuemission),GENEART AG, Pharma & Gesundheit," € 27,00 "," € 60.585.300,00"," € 27,00 "," € 60.585.300,00"
19. Mai 2006,Delisted (Notierungsaufnahme),IFM Immobilien AG, Industrie,None,None," € 10,90 "," € 92.650.000,00"
19. Mai 2006,General Standard (Notierungsaufnahme),GSG GROUP, -kein-,None,None," € 3,75 "," € 10.500.000,00"
17. Mai 2006,Delisted (Notierungsaufnahme),EXchange Investors N.V., -kein-,None,None," € 0,18 "," € 10.800.000,00"
16. Mai 2006,Delisted (Notierungsaufnahme),INNOVATIV CAPITAL AG, -kein-,None,None," € 1,46 "," € 995.720,00"
15. Mai 2006,Delisted (Notierungsaufnahme),Elite World S.A., Industrie,None,None," € 3,00 "," € 59.643.000,00"
12. Mai 2006,Delisted (Neuemission),Matica Technologies AG, Industrie," € 18,99 "," € 40.696.519,50"," € 18,99 "," € 40.696.519,50"
11. Mai 2006,General Standard (Neuemission),Air Berlin PLC, Transport & Logistik," € 12,65 "," € 755.746.685,65"," € 12,65 "," € 755.746.685,65"
11. Mai 2006,Delisted (Neuemission),Roth & Rau AG, Industrie," € 43,50 "," € 100.050.000,00"," € 43,50 "," € 100.050.000,00"
10. Mai 2006,Prime Standard (Neuemission),Viscom AG, Industrie," € 20,40 "," € 184.008.000,00"," € 20,40 "," € 184.008.000,00"
09. Mai 2006,Prime Standard (Neuemission),MBB Industries AG, Industrie," € 9,90 "," € 65.340.000,00"," € 9,90 "," € 65.340.000,00"
08. Mai 2006,Delisted (Notierungsaufnahme),Geld Art AG, -kein-,None,None," € 24,50 "," € 26.950.000,00"
08. Mai 2006,Prime Standard (Transfer),DIC Asset AG, Finanzdienstleistung," € 28,00 "," € 569.520.000,00"," € 28,00 "," € 569.520.000,00"
04. Mai 2006,Prime Standard (Neuemission),Petro Welt Technologies AG, Energie & Rohstoffe," € 17,20 "," € 840.220.000,00"," € 17,20 "," € 840.220.000,00"
26. Apr 2006,Delisted (Neuemission),Dresdner Factoring AG, Finanzdienstleistung," € 11,61 "," € 32.508.000,00"," € 11,61 "," € 32.508.000,00"
21. Apr 2006,Prime Standard (Notierungsaufnahme),SFC Smart Fuel Cell AG, -kein-,None,None," € 150,00 "," € 212.090.400,00"
18. Apr 2006,Delisted (Neuemission),telegate Media AG, Software," € 15,50 "," € 52.700.000,00"," € 15,50 "," € 52.700.000,00"
10. Apr 2006,Prime Standard (Neuemission),Wacker Chemie AG, Chemie," € 90,00 "," € 4.693.734.000,00"," € 90,00 "," € 4.693.734.000,00"
06. Apr 2006,Delisted (Neuemission),SAF AG, Software," € 17,20 "," € 95.264.780,00"," € 17,20 "," € 95.264.780,00"
06. Apr 2006,Delisted (Neuemission),MAGIX AG, Software," € 16,40 "," € 207.657.423,20"," € 16,40 "," € 207.657.423,20"
05. Apr 2006,Delisted (Neuemission),Bio-Gate AG, Industrie," € 33,50 "," € 98.490.000,00"," € 33,50 "," € 98.490.000,00"
05. Apr 2006,Delisted (Notierungsaufnahme),Dolphin Capital AG, -kein-,None,None," € 6,05 "," € 2.299.000,00"
03. Apr 2006,Delisted (Notierungsaufnahme),Mox Deals AG, Finanzdienstleistung,None,None," € 0,48 "," € 288.000,00"
03. Apr 2006,Delisted (Notierungsaufnahme),Solar² AG, Industrie,None,None," € 3,90 "," € 28.470.000,00"
31. Mär 2006,Prime Standard (Neuemission),PATRIZIA SE, Finanzdienstleistung," € 21,50 "," € 1.019.100.000,00"," € 21,50 "," € 1.019.100.000,00"
31. Mär 2006,Delisted (Notierungsaufnahme),nextevolution AG, Software,None,None," € 15,10 "," € 11.325.000,00"
31. Mär 2006,Delisted (Notierungsaufnahme),SWL Sustainable Wealth Lab AG, Finanzdienstleistung,None,None," € 16,00 "," € 33.440.000,00"
29. Mär 2006,Prime Standard (Neuemission),ecotel communication ag, Telekommunikation," € 17,08 "," € 59.780.000,00"," € 17,08 "," € 59.780.000,00"
29. Mär 2006,Prime Standard (Notierungsaufnahme),C-QUADRAT Investment AG, Finanzdienstleistung,None,None," € 48,05 "," € 174.709.800,00"
28. Mär 2006,Delisted (Notierungsaufnahme),Oil & Gas Capital AG, -kein-,None,None," € 3,00 "," € 6.600.000,00"
02. Mär 2006,Delisted (Notierungsaufnahme),Feedback AG, Finanzdienstleistung,None,None," € 6,00 "," € 1.800.000,00"
01. Mär 2006,Delisted (Notierungsaufnahme),Autoworks International Ltd., -kein-,None,None," € 1,10 "," € 21.620.720,00"
24. Feb 2006,Delisted (Notierungsaufnahme),Lead Invest Inc., -kein-,None,None," € 8,40 "," € 4.200.000,00"
23. Feb 2006,Delisted (Notierungsaufnahme),Protektus AG, -kein-,None,None," € 1,36 "," € 900.771,52"
22. Feb 2006,Basic Board (Notierungsaufnahme),wallstreet:online AG, Finanzdienstleistung,None,None," € 3,10 "," € 27.469.069,00"
14. Feb 2006,General Standard (Dual Listing),7C Solarparken AG, Industrie,None,None,None,None
13. Feb 2006,Delisted (Neuemission),primion Technology AG, Industrie," € 14,75 "," € 81.862.500,00"," € 14,75 "," € 81.862.500,00"
10. Feb 2006,Delisted (Neuemission),Frogster Interactive Pictures AG, -kein-," € 14,40 "," € 14.040.000,00"," € 14,40 "," € 14.040.000,00"
31. Jan 2006,Delisted (Notierungsaufnahme),Solen AG, Industrie,None,None," € 5,25 "," € 2.100.000,00"
26. Jan 2006,Basic Board (Neuemission),BAVARIA Industries Group AG, Industrie," € 28,75 "," € 63.393.750,00"," € 28,75 "," € 63.393.750,00"
20. Jan 2006,Delisted (Notierungsaufnahme),Klosterbrauerei Königsbronn AG, -kein-,None,None," € 8,00 "," € 2.640.000,00"
13. Jan 2006,Basic Board (Notierungsaufnahme),mVISE AG, Telekommunikation,None,None," € 9,75 "," € 17.916.717,00"
04. Jan 2006,Basic Board (Notierungsaufnahme),PCP PUBLICCAPITALPARTNERS AG, Industrie,None,None," € 91,00 "," € 122.850.000,00"
30. Dez 2005,Delisted (Notierungsaufnahme),n2 Nanotech AG, -kein-,None,None," € 5,41 "," € 1.893.500,00"
29. Dez 2005,Delisted (Notierungsaufnahme),independent capital AG, -kein-,None,None," € 1,80 "," € 2.252.358,00"
29. Dez 2005,Basic Board (Neuemission),Plan Optik AG, Industrie," € 22,00 "," € 15.400.000,00"," € 22,00 "," € 15.400.000,00"
23. Dez 2005,Delisted (Notierungsaufnahme),Infratec AG, -kein-,None,None," € 7,21 "," € 7.210.000,00"
15. Dez 2005,Delisted (Notierungsaufnahme),THENERGO sustainable energies AG, -kein-,None,None," € 4,90 "," € 13.230.000,00"
15. Dez 2005,Prime Standard (Notierungsaufnahme),4SC AG, Pharma & Gesundheit,None,None," € 4,41 "," € 46.437.639,57"
14. Dez 2005,Delisted (Notierungsaufnahme),MioBet AG, -kein-,None,None," € 8,40 "," € 268.800.000,00"
12. Dez 2005,Delisted (Transfer),Electronics Line 3000 Ltd., Technologie," € 5,30 "," € 53.690.012,30"," € 5,30 "," € 53.690.012,30"
05. Dez 2005,Basic Board (Notierungsaufnahme),HAEMATO AG, Finanzdienstleistung,None,None," € 6,05 "," € 54.450.000,00"
02. Dez 2005,Delisted (Notierungsaufnahme),Peaches AG, -kein-,None,None," € 5,00 "," € 2.000.000,00"
02. Dez 2005,Delisted (Notierungsaufnahme),VAP-Vorboersliche Aktienplattform.de AG, -kein-,None,None," € 1,00 "," € 2.000.000,00"
01. Dez 2005,Delisted (Neuemission),EUTEX European Telco Exchange AG, -kein-," € 10,50 "," € 29.330.437,50"," € 10,50 "," € 29.330.437,50"
01. Dez 2005,Delisted (Notierungsaufnahme),Baytowne International Group Inc., -kein-,None,None," € 1,15 "," € 6.229.165,90"
30. Nov 2005,Delisted (Notierungsaufnahme),wallstreet:online capital AG, Finanzdienstleistung,None,None," € 20,50 "," € 9.527.375,00"
28. Nov 2005,Scale (Notierungsaufnahme),Cliq Digital AG, Handel,None,None," € 13,70 "," € 13.593.140,00"
28. Nov 2005,Scale (Notierungsaufnahme),JDC Group AG, Finanzdienstleistung,None,None," € 10,25 "," € 57.912.500,00"
28. Nov 2005,Delisted (Notierungsaufnahme),VIB Vermögen AG, -kein-,None,None," € 6,00 "," € 58.752.000,00"
24. Nov 2005,Delisted (Notierungsaufnahme),Babylon Capital AG, -kein-,None,None," € 6,00 "," € 3.000.000,00"
23. Nov 2005,General Standard (Neuemission),CAMERIT AG, Finanzdienstleistung," € 1,55 "," € 93.000.000,00"," € 1,55 "," € 93.000.000,00"
22. Nov 2005,Delisted (Neuemission),Praktiker AG, Handel," € 14,90 "," € 864.200.000,00"," € 14,90 "," € 864.200.000,00"
21. Nov 2005,Delisted (Privatplatzierung),Biopetrol Industries AG, Industrie," € 9,00 "," € 333.000.000,00"," € 9,00 "," € 333.000.000,00"
17. Nov 2005,Delisted (Neuemission),Thielert Aktiengesellschaft, Industrie," € 13,50 "," € 268.535.655,00"," € 13,50 "," € 268.535.655,00"
14. Nov 2005,Delisted (Notierungsaufnahme),NanoFocus AG, Industrie,None,None," € 14,70 "," € 28.021.140,00"
07. Nov 2005,Delisted (Notierungsaufnahme),Realtime Technology AG, Software,None,None," € 15,45 "," € 22.218.027,00"
01. Nov 2005,Delisted (Neuemission),Jerini AG, Pharma & Gesundheit," € 3,10 "," € 151.751.916,10"," € 3,10 "," € 151.751.916,10"
31. Okt 2005,Delisted (Notierungsaufnahme),Leonardo Venture GmbH & Co. KGaA, Finanzdienstleistung,None,None," € 2,65 "," € 21.899.165,40"
28. Okt 2005,Scale (Neuemission),LAIQON AG, Finanzdienstleistung," € 15,60 "," € 197.600.005,20"," € 15,60 "," € 197.600.005,20"
